Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
8/6/2025,US,United States of America,AMR,,103436829,,1226624
8/7/2025,US,United States of America,AMR,,103436829,,1226624
8/8/2025,US,United States of America,AMR,,103436829,,1226624
8/9/2025,US,United States of America,AMR,,103436829,,1226624
8/10/2025,US,United States of America,AMR,,103436829,,1226624
8/11/2025,US,United States of America,AMR,,103436829,,1226624
8/12/2025,US,United States of America,AMR,,103436829,279,1226903
8/13/2025,US,United States of America,AMR,,103436829,,1226903
8/14/2025,US,United States of America,AMR,,103436829,,1226903
8/15/2025,US,United States of America,AMR,,103436829,,1226903
8/16/2025,US,United States of America,AMR,,103436829,,1226903
8/17/2025,US,United States of America,AMR,,103436829,,1226903
8/18/2025,US,United States of America,AMR,,103436829,,1226903
8/19/2025,US,United States of America,AMR,,103436829,301,1227204
8/20/2025,US,United States of America,AMR,,103436829,,1227204
8/21/2025,US,United States of America,AMR,,103436829,,1227204
8/22/2025,US,United States of America,AMR,,103436829,,1227204
8/23/2025,US,United States of America,AMR,,103436829,,1227204
8/24/2025,US,United States of America,AMR,,103436829,,1227204
8/25/2025,US,United States of America,AMR,,103436829,,1227204
8/26/2025,US,United States of America,AMR,,103436829,375,1227579
8/27/2025,US,United States of America,AMR,,103436829,,1227579
8/28/2025,US,United States of America,AMR,,103436829,,1227579
8/29/2025,US,United States of America,AMR,,103436829,,1227579
8/30/2025,US,United States of America,AMR,,103436829,,1227579
8/31/2025,US,United States of America,AMR,,103436829,,1227579
9/1/2025,US,United States of America,AMR,,103436829,,1227579
9/2/2025,US,United States of America,AMR,,103436829,437,1228016
9/3/2025,US,United States of America,AMR,,103436829,,1228016
9/4/2025,US,United States of America,AMR,,103436829,,1228016
9/5/2025,US,United States of America,AMR,,103436829,,1228016
9/6/2025,US,United States of America,AMR,,103436829,,1228016
9/7/2025,US,United States of America,AMR,,103436829,,1228016
9/8/2025,US,United States of America,AMR,,103436829,,1228016
9/9/2025,US,United States of America,AMR,,103436829,440,1228456
9/10/2025,US,United States of America,AMR,,103436829,,1228456
9/11/2025,US,United States of America,AMR,,103436829,,1228456
9/12/2025,US,United States of America,AMR,,103436829,,1228456
9/13/2025,US,United States of America,AMR,,103436829,,1228456
9/14/2025,US,United States of America,AMR,,103436829,,1228456
9/15/2025,US,United States of America,AMR,,103436829,,1228456
9/16/2025,US,United States of America,AMR,,103436829,457,1228913
9/17/2025,US,United States of America,AMR,,103436829,,1228913
9/18/2025,US,United States of America,AMR,,103436829,,1228913
9/19/2025,US,United States of America,AMR,,103436829,,1228913
9/20/2025,US,United States of America,AMR,,103436829,,1228913
9/21/2025,US,United States of America,AMR,,103436829,,1228913
9/22/2025,US,United States of America,AMR,,103436829,,1228913
9/23/2025,US,United States of America,AMR,,103436829,481,1229394
9/24/2025,US,United States of America,AMR,,103436829,,1229394
9/25/2025,US,United States of America,AMR,,103436829,,1229394
9/26/2025,US,United States of America,AMR,,103436829,,1229394
9/27/2025,US,United States of America,AMR,,103436829,,1229394
9/28/2025,US,United States of America,AMR,,103436829,,1229394
9/29/2025,US,United States of America,AMR,,103436829,,1229394
9/30/2025,US,United States of America,AMR,,103436829,417,1229811
10/1/2025,US,United States of America,AMR,,103436829,,1229811
10/2/2025,US,United States of America,AMR,,103436829,,1229811
10/3/2025,US,United States of America,AMR,,103436829,,1229811
10/4/2025,US,United States of America,AMR,,103436829,,1229811
10/5/2025,US,United States of America,AMR,,103436829,,1229811
10/6/2025,US,United States of America,AMR,,103436829,,1229811
10/7/2025,US,United States of America,AMR,,103436829,340,1230151
10/8/2025,US,United States of America,AMR,,103436829,,1230151
10/9/2025,US,United States of America,AMR,,103436829,,1230151
10/10/2025,US,United States of America,AMR,,103436829,,1230151
10/11/2025,US,United States of America,AMR,,103436829,,1230151
10/12/2025,US,United States of America,AMR,,103436829,,1230151
10/13/2025,US,United States of America,AMR,,103436829,,1230151
10/14/2025,US,United States of America,AMR,,103436829,281,1230432
10/15/2025,US,United States of America,AMR,,103436829,,1230432
10/16/2025,US,United States of America,AMR,,103436829,,1230432
10/17/2025,US,United States of America,AMR,,103436829,,1230432
10/18/2025,US,United States of America,AMR,,103436829,,1230432
10/19/2025,US,United States of America,AMR,,103436829,,1230432
10/20/2025,US,United States of America,AMR,,103436829,,1230432
10/21/2025,US,United States of America,AMR,,103436829,253,1230685
10/22/2025,US,United States of America,AMR,,103436829,,1230685
10/23/2025,US,United States of America,AMR,,103436829,,1230685
10/24/2025,US,United States of America,AMR,,103436829,,1230685
10/25/2025,US,United States of America,AMR,,103436829,,1230685
10/26/2025,US,United States of America,AMR,,103436829,,1230685
10/27/2025,US,United States of America,AMR,,103436829,,1230685
10/28/2025,US,United States of America,AMR,,103436829,230,1230915
10/29/2025,US,United States of America,AMR,,103436829,,1230915
10/30/2025,US,United States of America,AMR,,103436829,,1230915
10/31/2025,US,United States of America,AMR,,103436829,,1230915
11/1/2025,US,United States of America,AMR,,103436829,,1230915
11/2/2025,US,United States of America,AMR,,103436829,,1230915
11/3/2025,US,United States of America,AMR,,103436829,,1230915
11/4/2025,US,United States of America,AMR,,103436829,190,1231105
11/5/2025,US,United States of America,AMR,,103436829,,1231105
11/6/2025,US,United States of America,AMR,,103436829,,1231105
11/7/2025,US,United States of America,AMR,,103436829,,1231105
11/8/2025,US,United States of America,AMR,,103436829,,1231105
11/9/2025,US,United States of America,AMR,,103436829,,1231105
11/10/2025,US,United States of America,AMR,,103436829,,1231105
11/11/2025,US,United States of America,AMR,,103436829,206,1231311
11/12/2025,US,United States of America,AMR,,103436829,,1231311
11/13/2025,US,United States of America,AMR,,103436829,,1231311
11/14/2025,US,United States of America,AMR,,103436829,,1231311
11/15/2025,US,United States of America,AMR,,103436829,,1231311
11/16/2025,US,United States of America,AMR,,103436829,,1231311
11/17/2025,US,United States of America,AMR,,103436829,,1231311
11/18/2025,US,United States of America,AMR,,103436829,226,1231537
11/19/2025,US,United States of America,AMR,,103436829,,1231537
11/20/2025,US,United States of America,AMR,,103436829,,1231537
11/21/2025,US,United States of America,AMR,,103436829,,1231537
11/22/2025,US,United States of America,AMR,,103436829,,1231537
11/23/2025,US,United States of America,AMR,,103436829,,1231537
11/24/2025,US,United States of America,AMR,,103436829,,1231537
11/25/2025,US,United States of America,AMR,,103436829,200,1231737
11/26/2025,US,United States of America,AMR,,103436829,,1231737
11/27/2025,US,United States of America,AMR,,103436829,,1231737
11/28/2025,US,United States of America,AMR,,103436829,,1231737
11/29/2025,US,United States of America,AMR,,103436829,,1231737
11/30/2025,US,United States of America,AMR,,103436829,,1231737
12/1/2025,US,United States of America,AMR,,103436829,,1231737
12/2/2025,US,United States of America,AMR,,103436829,208,1231945
12/3/2025,US,United States of America,AMR,,103436829,,1231945
12/4/2025,US,United States of America,AMR,,103436829,,1231945
12/5/2025,US,United States of America,AMR,,103436829,,1231945
12/6/2025,US,United States of America,AMR,,103436829,,1231945
12/7/2025,US,United States of America,AMR,,103436829,,1231945
12/8/2025,US,United States of America,AMR,,103436829,,1231945
12/9/2025,US,United States of America,AMR,,103436829,243,1232188
12/10/2025,US,United States of America,AMR,,103436829,,1232188
12/11/2025,US,United States of America,AMR,,103436829,,1232188
12/12/2025,US,United States of America,AMR,,103436829,,1232188
12/13/2025,US,United States of America,AMR,,103436829,,1232188
12/14/2025,US,United States of America,AMR,,103436829,,1232188
12/15/2025,US,United States of America,AMR,,103436829,,1232188
12/16/2025,US,United States of America,AMR,,103436829,302,1232490
12/17/2025,US,United States of America,AMR,,103436829,,1232490
12/18/2025,US,United States of America,AMR,,103436829,,1232490
12/19/2025,US,United States of America,AMR,,103436829,,1232490
12/20/2025,US,United States of America,AMR,,103436829,,1232490
12/21/2025,US,United States of America,AMR,,103436829,,1232490
12/22/2025,US,United States of America,AMR,,103436829,,1232490
12/23/2025,US,United States of America,AMR,,103436829,337,1232827
12/24/2025,US,United States of America,AMR,,103436829,,1232827
12/25/2025,US,United States of America,AMR,,103436829,,1232827
12/26/2025,US,United States of America,AMR,,103436829,,1232827
12/27/2025,US,United States of America,AMR,,103436829,,1232827
12/28/2025,US,United States of America,AMR,,103436829,,1232827
12/29/2025,US,United States of America,AMR,,103436829,,1232827
12/30/2025,US,United States of America,AMR,,103436829,430,1233257
12/31/2025,US,United States of America,AMR,,103436829,,1233257
1/1/2026,US,United States of America,AMR,,103436829,,1233257
1/2/2026,US,United States of America,AMR,,103436829,,1233257
1/3/2026,US,United States of America,AMR,,103436829,,1233257
1/4/2026,US,United States of America,AMR,,103436829,,1233257
1/5/2026,US,United States of America,AMR,,103436829,,1233257
1/6/2026,US,United States of America,AMR,,103436829,511,1233768
1/7/2026,US,United States of America,AMR,,103436829,,1233768
1/8/2026,US,United States of America,AMR,,103436829,,1233768
1/9/2026,US,United States of America,AMR,,103436829,,1233768
1/10/2026,US,United States of America,AMR,,103436829,,1233768
1/11/2026,US,United States of America,AMR,,103436829,,1233768
1/12/2026,US,United States of America,AMR,,103436829,,1233768
1/13/2026,US,United States of America,AMR,,103436829,478,1234246
1/14/2026,US,United States of America,AMR,,103436829,,1234246
1/15/2026,US,United States of America,AMR,,103436829,,1234246
1/16/2026,US,United States of America,AMR,,103436829,,1234246
1/17/2026,US,United States of America,AMR,,103436829,,1234246
1/18/2026,US,United States of America,AMR,,103436829,,1234246
1/19/2026,US,United States of America,AMR,,103436829,,1234246
1/20/2026,US,United States of America,AMR,,103436829,432,1234678
1/21/2026,US,United States of America,AMR,,103436829,,1234678
1/22/2026,US,United States of America,AMR,,103436829,,1234678
1/23/2026,US,United States of America,AMR,,103436829,,1234678
1/24/2026,US,United States of America,AMR,,103436829,,1234678
1/25/2026,US,United States of America,AMR,,103436829,,1234678
1/26/2026,US,United States of America,AMR,,103436829,,1234678
1/27/2026,US,United States of America,AMR,,103436829,411,1235089
1/28/2026,US,United States of America,AMR,,103436829,,1235089
1/29/2026,US,United States of America,AMR,,103436829,,1235089
1/30/2026,US,United States of America,AMR,,103436829,,1235089
1/31/2026,US,United States of America,AMR,,103436829,,1235089
2/1/2026,US,United States of America,AMR,,103436829,,1235089
2/2/2026,US,United States of America,AMR,,103436829,,1235089
2/3/2026,US,United States of America,AMR,,103436829,411,1235500
2/4/2026,US,United States of America,AMR,,103436829,,1235500
2/5/2026,US,United States of America,AMR,,103436829,,1235500
2/6/2026,US,United States of America,AMR,,103436829,,1235500
2/7/2026,US,United States of America,AMR,,103436829,,1235500
2/8/2026,US,United States of America,AMR,,103436829,,1235500
2/9/2026,US,United States of America,AMR,,103436829,,1235500
2/10/2026,US,United States of America,AMR,,103436829,340,1235840
2/11/2026,US,United States of America,AMR,,103436829,,1235840
2/12/2026,US,United States of America,AMR,,103436829,,1235840
2/13/2026,US,United States of America,AMR,,103436829,,1235840
2/14/2026,US,United States of America,AMR,,103436829,,1235840
2/15/2026,US,United States of America,AMR,,103436829,,1235840
2/16/2026,US,United States of America,AMR,,103436829,,1235840
2/17/2026,US,United States of America,AMR,,103436829,350,1236190
2/18/2026,US,United States of America,AMR,,103436829,,1236190
2/19/2026,US,United States of America,AMR,,103436829,,1236190
2/20/2026,US,United States of America,AMR,,103436829,,1236190
2/21/2026,US,United States of America,AMR,,103436829,,1236190
2/22/2026,US,United States of America,AMR,,103436829,,1236190
2/23/2026,US,United States of America,AMR,,103436829,,1236190
2/24/2026,US,United States of America,AMR,,103436829,308,1236498
2/25/2026,US,United States of America,AMR,,103436829,,1236498
2/26/2026,US,United States of America,AMR,,103436829,,1236498
2/27/2026,US,United States of America,AMR,,103436829,,1236498
2/28/2026,US,United States of America,AMR,,103436829,,1236498
3/1/2026,US,United States of America,AMR,,103436829,,1236498
3/2/2026,US,United States of America,AMR,,103436829,,1236498
3/3/2026,US,United States of America,AMR,,103436829,293,1236791
3/4/2026,US,United States of America,AMR,,103436829,,1236791
3/5/2026,US,United States of America,AMR,,103436829,,1236791
3/6/2026,US,United States of America,AMR,,103436829,,1236791
3/7/2026,US,United States of America,AMR,,103436829,,1236791
3/8/2026,US,United States of America,AMR,,103436829,,1236791
3/9/2026,US,United States of America,AMR,,103436829,,1236791
3/10/2026,US,United States of America,AMR,,103436829,229,1237020
3/11/2026,US,United States of America,AMR,,103436829,,1237020
3/12/2026,US,United States of America,AMR,,103436829,,1237020
3/13/2026,US,United States of America,AMR,,103436829,,1237020
3/14/2026,US,United States of America,AMR,,103436829,,1237020
3/15/2026,US,United States of America,AMR,,103436829,,1237020
3/16/2026,US,United States of America,AMR,,103436829,,1237020
3/17/2026,US,United States of America,AMR,,103436829,200,1237220
3/18/2026,US,United States of America,AMR,,103436829,,1237220
3/19/2026,US,United States of America,AMR,,103436829,,1237220
3/20/2026,US,United States of America,AMR,,103436829,,1237220
3/21/2026,US,United States of America,AMR,,103436829,,1237220
3/22/2026,US,United States of America,AMR,,103436829,,1237220
3/23/2026,US,United States of America,AMR,,103436829,,1237220
3/24/2026,US,United States of America,AMR,,103436829,182,1237402
3/25/2026,US,United States of America,AMR,,103436829,,1237402
3/26/2026,US,United States of America,AMR,,103436829,,1237402
3/27/2026,US,United States of America,AMR,,103436829,,1237402
3/28/2026,US,United States of America,AMR,,103436829,,1237402
3/29/2026,US,United States of America,AMR,,103436829,,1237402
3/30/2026,US,United States of America,AMR,,103436829,,1237402
3/31/2026,US,United States of America,AMR,,103436829,166,1237568
4/1/2026,US,United States of America,AMR,,103436829,,1237568
4/2/2026,US,United States of America,AMR,,103436829,,1237568
4/3/2026,US,United States of America,AMR,,103436829,,1237568
4/4/2026,US,United States of America,AMR,,103436829,,1237568
4/5/2026,US,United States of America,AMR,,103436829,,1237568
4/6/2026,US,United States of America,AMR,,103436829,,1237568
4/7/2026,US,United States of America,AMR,,103436829,143,1237711
4/8/2026,US,United States of America,AMR,,103436829,,1237711
4/9/2026,US,United States of America,AMR,,103436829,,1237711
4/10/2026,US,United States of America,AMR,,103436829,,1237711
4/11/2026,US,United States of America,AMR,,103436829,,1237711
4/12/2026,US,United States of America,AMR,,103436829,,1237711
4/13/2026,US,United States of America,AMR,,103436829,,1237711
4/14/2026,US,United States of America,AMR,,103436829,147,1237858
4/15/2026,US,United States of America,AMR,,103436829,,1237858
4/16/2026,US,United States of America,AMR,,103436829,,1237858
4/17/2026,US,United States of America,AMR,,103436829,,1237858
4/18/2026,US,United States of America,AMR,,103436829,,1237858
4/19/2026,US,United States of America,AMR,,103436829,,1237858
4/20/2026,US,United States of America,AMR,,103436829,,1237858
4/21/2026,US,United States of America,AMR,,103436829,109,1237967
4/22/2026,US,United States of America,AMR,,103436829,,1237967
4/23/2026,US,United States of America,AMR,,103436829,,1237967
4/24/2026,US,United States of America,AMR,,103436829,,1237967
4/25/2026,US,United States of America,AMR,,103436829,,1237967
4/26/2026,US,United States of America,AMR,,103436829,,1237967
4/27/2026,US,United States of America,AMR,,103436829,,1237967
4/28/2026,US,United States of America,AMR,,103436829,88,1238055
4/29/2026,US,United States of America,AMR,,103436829,,1238055
4/30/2026,US,United States of America,AMR,,103436829,,1238055
5/1/2026,US,United States of America,AMR,,103436829,,1238055
5/2/2026,US,United States of America,AMR,,103436829,,1238055
5/3/2026,US,United States of America,AMR,,103436829,,1238055
5/4/2026,US,United States of America,AMR,,103436829,,1238055
5/5/2026,US,United States of America,AMR,,103436829,68,1238123
5/6/2026,US,United States of America,AMR,,103436829,,1238123
5/7/2026,US,United States of America,AMR,,103436829,,1238123
5/8/2026,US,United States of America,AMR,,103436829,,1238123
5/9/2026,US,United States of America,AMR,,103436829,,1238123
5/10/2026,US,United States of America,AMR,,103436829,,1238123
